SiteID, Latitude, Longitude, Power Density [W/m2], SCORE-lite Capacity Factor [%], Wind Speed [m/s], State Code, Model Elevation [m]
1,31.192,-102.242,413.925,30.823,7.741,TX,849.5
2,31.192,-102.225,419.46,31.227,7.798,TX,859.4
3,31.192,-102.208,429.712,32.042,7.911,TX,873.6
4,31.208,-102.258,385.712,29.985,7.668,TX,902.7
5,31.208,-102.242,375.495,29.305,7.609,TX,908.1
6,31.208,-102.225,378.675,29.539,7.655,TX,915.9
7,31.208,-102.208,383.684,30.01,7.723,TX,922.4
8,31.225,-102.242,447.048,34.466,8.145,TX,947.9
9,31.225,-102.225,441.857,34.324,8.146,TX,953.1
10,31.225,-102.208,437.837,34.109,8.131,TX,948.7
11,31.275,-104.542,425.601,30.468,7.738,TX,1344.4
12,31.275,-104.525,453.123,31.794,7.907,TX,1363.2
13,31.292,-104.525,440.34,30.684,7.797,TX,1361.8
14,31.292,-104.458,562.009,33.463,8.075,TX,1284.2
15,31.292,-104.442,540.765,32.127,7.926,TX,1277.7
16,31.308,-104.508,477.308,31.735,7.911,TX,1344.1
17,31.308,-104.492,524.97,33.154,8.06,TX,1320.3
18,31.308,-104.475,516.722,32.106,7.947,TX,1309.2
19,31.325,-104.525,455.937,30.635,7.843,TX,1370.5
20,31.325,-104.458,523.132,31.632,7.966,TX,1320.3
21,31.342,-104.542,423.342,28.901,7.676,TX,1398.2
22,31.342,-104.458,486.605,30.157,7.812,TX,1341
23,31.342,-104.375,455.77,28.751,7.574,TX,1330.3
24,31.342,-104.358,454.683,28.451,7.485,TX,1298.3
25,31.358,-104.508,482.053,30.973,7.905,TX,1390.7
26,31.358,-104.442,502.848,30.961,7.913,TX,1347.8
27,31.358,-104.425,479.688,30.067,7.805,TX,1353.6
28,31.358,-104.408,487.624,30.527,7.854,TX,1358.1
29,31.358,-104.392,459.859,29.323,7.674,TX,1349
30,31.358,-104.375,467.813,29.509,7.662,TX,1330
31,31.375,-104.525,478.367,31.022,7.917,TX,1413.8
32,31.375,-104.408,491.21,30.845,7.845,TX,1332.6
33,31.392,-104.542,465.33,30.418,7.857,TX,1433.3
34,31.408,-109.125,295.806,18.818,5.877,AZ,1370.5
35,31.425,-109.125,309.784,19.303,5.973,AZ,1397.1
36,31.425,-109.108,327.062,20.361,6.177,AZ,1453.8
37,31.442,-109.142,312.467,19.372,5.99,AZ,1373.6
38,31.458,-109.142,315.884,19.746,6.067,AZ,1391.1
39,31.458,-104.608,448.976,30.747,7.966,TX,1598.9
40,31.458,-104.558,570.21,33.582,8.241,TX,1489.2
41,31.475,-109.142,301.744,19.348,6.032,AZ,1409.5
42,31.475,-104.625,400.703,28.565,7.709,TX,1614.1
43,31.492,-109.142,309.165,19.753,6.129,AZ,1433.1
44,31.492,-104.625,431.795,30.462,7.91,TX,1615.7
45,31.492,-104.558,653.29,34.848,8.4,TX,1440.9
46,31.492,-104.525,665.577,34.05,8.315,TX,1369.3
47,31.508,-110.008,385.98,23.113,6.62,AZ,1583.9
48,31.508,-109.992,337.69,22.302,6.547,AZ,1680.1
49,31.508,-109.142,304.28,19.568,6.168,AZ,1461.8
50,31.508,-104.642,430.075,30.301,7.848,TX,1554.7
51,31.508,-104.558,698.122,35.53,8.522,TX,1423.3
52,31.508,-104.542,678.72,34.27,8.356,TX,1387.3
53,31.508,-104.525,693.855,34.283,8.372,TX,1358.5
54,31.508,-104.508,658.115,33.344,8.228,TX,1335.3
55,31.525,-110.025,323.137,19.645,5.978,AZ,1451.6
56,31.525,-110.008,367.322,22.116,6.353,AZ,1515.5
57,31.525,-109.992,328.113,21.48,6.303,AZ,1593.4
58,31.525,-109.142,303.231,19.843,6.287,AZ,1486.5
59,31.525,-104.642,445.469,30.804,7.919,TX,1545
60,31.525,-104.558,685.761,34.799,8.427,TX,1406.8
61,31.525,-104.542,669.011,33.687,8.282,TX,1375.4
62,31.525,-104.525,688.484,33.885,8.319,TX,1347.4
63,31.542,-110.008,394.294,23.076,6.443,AZ,1461.2
64,31.542,-109.992,360.156,22.598,6.411,AZ,1525.7
65,31.542,-104.592,655.477,35.213,8.48,TX,1460.7
66,31.542,-104.575,661.416,34.4,8.387,TX,1430.4
67,31.542,-104.558,711.764,35.052,8.504,TX,1401.2
68,31.542,-104.542,696.284,34.201,8.381,TX,1373.1
69,31.542,-104.525,700.949,34.029,8.362,TX,1346
70,31.542,-104.508,668.669,33.287,8.236,TX,1321.1
71,31.558,-109.992,326.956,21.272,6.248,AZ,1493
72,31.558,-109.975,344.927,22.821,6.522,AZ,1550
73,31.558,-104.592,656.596,34.532,8.432,TX,1462.5
74,31.558,-104.575,656.555,33.758,8.333,TX,1432.9
75,31.558,-104.558,703.885,34.457,8.457,TX,1404.2
76,31.558,-104.542,689.085,33.734,8.347,TX,1376.2
77,31.558,-104.525,695.44,33.756,8.339,TX,1347.7
78,31.558,-104.508,663.273,33.064,8.211,TX,1319.7
79,31.575,-104.592,672.768,34.718,8.492,TX,1466.3
80,31.575,-104.575,671.072,33.968,8.397,TX,1437.4
81,31.575,-104.558,695.533,34.187,8.43,TX,1407.2
82,31.575,-104.542,681.554,33.51,8.322,TX,1375.9
83,31.575,-104.525,685.798,33.512,8.301,TX,1343.2
84,31.592,-104.658,474.959,31.281,8.033,TX,1591
85,31.592,-104.592,662.285,34.369,8.451,TX,1464.6
86,31.592,-104.575,660.194,33.717,8.368,TX,1438.3
87,31.592,-104.558,684.349,33.993,8.405,TX,1407.4
88,31.592,-104.542,670.163,33.352,8.289,TX,1373.2
89,31.592,-104.525,671.815,33.272,8.253,TX,1338.3
90,31.608,-108.808,554.091,33.052,7.923,NM,1763.4
91,31.608,-104.708,407.921,27.768,7.562,TX,1551.2
92,31.608,-104.692,430.13,29.047,7.792,TX,1606.8
93,31.608,-104.675,465.366,30.77,8.004,TX,1615.5
94,31.608,-104.592,677.545,34.564,8.494,TX,1459.6
95,31.608,-104.575,668.464,33.937,8.405,TX,1435.5
96,31.608,-104.558,676.4,33.912,8.389,TX,1405.8
97,31.625,-108.808,512.593,31.44,7.612,NM,1644.9
98,31.625,-104.625,659.159,34.846,8.504,TX,1488.5
99,31.625,-104.608,660.911,34.112,8.426,TX,1466.1
100,31.625,-104.592,682.663,34.441,8.482,TX,1449.3
101,31.625,-104.575,661.715,33.72,8.371,TX,1426.7
102,31.642,-104.625,690.659,35.314,8.58,TX,1473
103,31.642,-104.608,685.427,34.525,8.487,TX,1448.1
104,31.642,-104.592,696.074,34.695,8.511,TX,1430.4
105,31.642,-104.575,666.855,33.931,8.387,TX,1410.5
106,31.658,-104.625,684.955,34.861,8.511,TX,1452.5
107,31.658,-104.608,674.296,34.163,8.41,TX,1425.6
108,31.658,-104.592,680.705,34.284,8.428,TX,1408.5
109,31.675,-111.708,266.898,15.885,5.384,AZ,865.3
110,31.675,-104.725,490.567,32.341,8.124,TX,1591.6
111,31.675,-104.658,684.459,35.423,8.584,TX,1473
112,31.675,-104.642,680.078,34.818,8.498,TX,1451.6
113,31.675,-104.625,712.034,35.259,8.574,TX,1428.5
114,31.675,-104.608,693.256,34.661,8.471,TX,1406.2
115,31.675,-104.592,682.185,34.427,8.427,TX,1391.1
116,31.692,-104.692,637.983,34.903,8.503,TX,1531.9
117,31.692,-104.675,644.611,34.225,8.411,TX,1491
118,31.692,-104.658,698.88,35.047,8.544,TX,1454.3
119,31.692,-104.642,682.655,34.15,8.412,TX,1424.9
120,31.692,-104.625,703.917,34.483,8.463,TX,1403.8
121,31.692,-104.608,674.376,33.813,8.352,TX,1387.7
122,31.692,-104.592,659.29,33.717,8.313,TX,1373.9
123,31.708,-111.675,287.037,17.42,5.63,AZ,1015.1
124,31.708,-104.725,547.631,33.841,8.315,TX,1560.8
125,31.708,-104.692,674.552,35.564,8.606,TX,1517.2
126,31.708,-104.675,674.328,34.729,8.491,TX,1480
127,31.708,-104.658,722.462,35.432,8.602,TX,1442.4
128,31.708,-104.642,691.85,34.326,8.427,TX,1410.3
129,31.708,-104.625,694.779,34.354,8.42,TX,1388.1
130,31.708,-104.608,660.309,33.658,8.298,TX,1370.9
131,31.725,-104.742,505.538,32.626,8.149,TX,1564.6
132,31.725,-104.725,558.581,33.605,8.268,TX,1534.6
133,31.725,-104.692,672.295,34.917,8.5,TX,1482.3
134,31.725,-104.675,670.771,34.151,8.395,TX,1452.5
135,31.725,-104.658,718.179,34.889,8.519,TX,1422.5
136,31.725,-104.642,687.223,33.876,8.361,TX,1396.5
137,31.725,-104.625,689.284,33.956,8.367,TX,1378.6
138,31.742,-104.708,646.743,34.433,8.401,TX,1482.9
139,31.742,-104.692,724.971,35.559,8.602,TX,1451.4
140,31.742,-104.675,711.532,34.68,8.476,TX,1423.9
141,31.742,-104.658,736.752,35.016,8.537,TX,1398.6
142,31.742,-104.642,703.569,34.156,8.396,TX,1377.3
143,31.742,-104.625,674.036,33.526,8.288,TX,1363.1
144,31.758,-104.908,376.945,24.045,6.591,TX,1195.5
145,31.758,-104.708,649.085,33.651,8.299,TX,1463.5
146,31.758,-104.692,714.426,34.498,8.456,TX,1429.3
147,31.758,-104.675,692.455,33.559,8.318,TX,1402.8
148,31.758,-104.658,712.516,33.961,8.382,TX,1380.8
149,31.758,-104.642,680.381,33.279,8.262,TX,1362.2
150,31.758,-104.625,654.633,32.895,8.175,TX,1346.1
151,31.775,-110.892,546.022,20.502,6.118,AZ,1169.3
152,31.775,-110.508,271.713,17.951,6.028,AZ,1511
153,31.775,-104.908,377.32,23.986,6.627,TX,1225.7
154,31.775,-104.725,691.243,35.554,8.559,TX,1480.6
155,31.775,-104.708,702.091,34.547,8.446,TX,1446.6
156,31.775,-104.692,754.963,35.104,8.565,TX,1416.8
157,31.775,-104.675,728.963,34.19,8.429,TX,1393
158,31.775,-104.658,726.993,34.153,8.415,TX,1372.8
159,31.775,-104.642,699.529,33.711,8.318,TX,1354
160,31.775,-104.625,657.468,32.943,8.161,TX,1333.6
161,31.792,-110.875,568.918,20.818,6.152,AZ,1147.8
162,31.792,-110.858,517.768,20.343,5.897,AZ,1188.1
163,31.792,-110.842,565.453,22.242,6.198,AZ,1241.1
164,31.792,-104.725,674.07,34.483,8.403,TX,1460.3
165,31.792,-104.708,673.107,33.375,8.271,TX,1432.5
166,31.792,-104.692,718.092,34.015,8.397,TX,1410.3
167,31.792,-104.675,696.169,33.293,8.288,TX,1390.2
168,31.792,-104.658,699.939,33.461,8.298,TX,1370.2
169,31.792,-104.642,678.677,33.153,8.217,TX,1348.6
170,31.808,-110.875,407.973,18.19,5.601,AZ,1115.2
171,31.808,-110.858,405.843,18.359,5.547,AZ,1157
172,31.808,-110.525,296.584,18.417,5.945,AZ,1444.3
173,31.808,-104.758,602.809,34.152,8.31,TX,1500
174,31.808,-104.742,629.568,33.725,8.257,TX,1468.3
175,31.808,-104.725,714.74,34.839,8.468,TX,1441.9
176,31.808,-104.708,707.301,33.725,8.337,TX,1419.8
177,31.808,-104.692,726.584,33.893,8.382,TX,1402.4
178,31.808,-104.675,706.435,33.36,8.292,TX,1383.5
179,31.808,-104.658,698.464,33.289,8.258,TX,1362.2
180,31.808,-104.642,677.381,32.977,8.173,TX,1338.5
181,31.825,-110.525,284.571,17.542,5.77,AZ,1425.5
182,31.825,-104.742,629.98,32.924,8.127,TX,1446.7
183,31.825,-104.725,705.953,33.931,8.322,TX,1421.5
184,31.825,-104.708,693.279,32.899,8.2,TX,1403
185,31.825,-104.692,712.637,33.207,8.26,TX,1387
186,31.825,-104.675,692.771,32.807,8.178,TX,1366.8
187,31.825,-104.658,683.966,32.758,8.143,TX,1343.9
188,31.825,-104.642,661.711,32.399,8.053,TX,1320.3
189,31.842,-110.875,321.576,16.254,5.188,AZ,1054.8
190,31.842,-110.508,369.234,20.164,6.161,AZ,1435.6
191,31.842,-104.775,563.259,31.657,7.964,TX,1508
192,31.842,-104.758,651.568,33.597,8.22,TX,1469.1
193,31.842,-104.742,652.067,32.803,8.098,TX,1432.6
194,31.842,-104.725,721.686,33.725,8.275,TX,1401.1
195,31.842,-104.708,702.06,32.714,8.148,TX,1380.5
196,31.842,-104.692,703.143,32.745,8.153,TX,1366.5
197,31.842,-104.675,683.999,32.424,8.081,TX,1346.9
198,31.842,-104.658,670.398,32.239,8.028,TX,1323.7
199,31.842,-104.642,648.81,31.847,7.941,TX,1300.2
200,31.858,-110.508,346.113,19.319,5.993,AZ,1408.5
201,31.858,-104.758,649.544,32.53,8.073,TX,1473.3
202,31.858,-104.742,638.767,31.613,7.926,TX,1431.7
203,31.858,-104.725,696.615,32.393,8.074,TX,1393.8
204,31.858,-104.708,670.176,31.456,7.938,TX,1368.8
205,31.858,-104.692,666.852,31.505,7.942,TX,1353.5
206,31.858,-104.675,647.151,31.19,7.879,TX,1335
207,31.858,-104.658,634.829,31.108,7.837,TX,1312.9
208,31.875,-104.758,698.214,32.287,8.101,TX,1480.2
209,31.875,-104.742,676.237,31.399,7.952,TX,1440.3
210,31.875,-104.725,694.49,31.436,7.97,TX,1405.4
211,31.875,-104.708,667.235,30.732,7.853,TX,1379.6
212,31.875,-104.692,641.376,30.342,7.776,TX,1357.9
213,31.875,-104.675,618.615,30.078,7.708,TX,1336.1
214,31.875,-104.658,597.256,29.776,7.635,TX,1313.4
215,31.875,-104.642,579.886,29.416,7.565,TX,1289.2
216,31.892,-110.492,318.497,18.981,5.944,AZ,1381
217,31.892,-104.742,635.768,29,7.637,TX,1449.6
218,31.892,-104.725,645.6,29.339,7.676,TX,1418
219,31.908,-110.475,324.72,20.086,6.152,AZ,1364.5
220,31.908,-110.442,324.979,21.348,6.38,AZ,1425.3
221,31.908,-106.025,368.389,24.608,6.884,TX,1464.3
222,31.908,-104.725,688.396,28.731,7.655,TX,1423.9
223,31.908,-104.708,641.428,28.444,7.553,TX,1393
224,31.925,-106.042,357.426,23.572,6.711,TX,1425.1
225,31.942,-111.258,282.431,17.837,5.834,AZ,1182.9
226,31.942,-111.242,303.104,18.994,6.031,AZ,1244.5
227,31.958,-106.025,352.846,23.878,6.843,TX,1520.9
228,31.975,-101.142,384.029,30.621,7.714,TX,793.6
229,31.975,-101.125,383.977,30.522,7.693,TX,780.3
230,31.975,-101.108,376.756,29.904,7.625,TX,768.9
231,31.992,-101.142,407.431,32.267,7.862,TX,795.2
232,31.992,-101.125,409.882,32.293,7.864,TX,787.4
233,31.992,-101.108,403.157,31.728,7.807,TX,778.4
234,31.992,-101.092,406.239,31.853,7.816,TX,770.1
235,32.008,-101.125,427.03,33.326,7.957,TX,786.9
236,32.008,-101.108,424.389,33.126,7.931,TX,781.8
237,32.125,-108.825,329.755,22.784,6.351,NM,1328.5
238,32.125,-108.758,315.485,23.36,6.791,NM,1548.7
239,32.125,-104.792,549.004,32.751,8.361,NM,1915.5
240,32.125,-104.758,643.139,34.09,8.603,NM,1873
241,32.142,-108.825,344.181,23.308,6.384,NM,1319
242,32.142,-104.792,554.972,32.752,8.338,NM,1871.8
243,32.142,-104.758,695.881,34.783,8.733,NM,1835.6
244,32.142,-104.742,711.096,34.178,8.693,NM,1819.9
245,32.142,-104.725,735.029,34.503,8.758,NM,1796.7
246,32.142,-104.708,729.852,34.195,8.732,NM,1788.5
247,32.158,-108.825,344.658,23.397,6.378,NM,1312.6
248,32.158,-104.775,624.45,33.362,8.469,NM,1820
249,32.158,-104.758,734.366,35.141,8.805,NM,1801.2
250,32.158,-104.742,758.068,34.719,8.797,NM,1783.1
251,32.158,-104.725,785.484,35.035,8.863,NM,1756.8
252,32.158,-104.708,777.371,34.767,8.821,NM,1737.3
253,32.158,-104.692,740.181,34.02,8.688,NM,1729.7
254,32.175,-108.792,352.629,24.294,6.588,NM,1372.4
255,32.175,-108.775,350.905,24.685,6.718,NM,1405.8
256,32.175,-104.808,520.185,31.598,8.152,NM,1839.4
257,32.175,-104.792,607.669,33.553,8.454,NM,1819.2
258,32.175,-104.775,651.785,33.624,8.522,NM,1797.9
259,32.175,-104.758,755.666,35.221,8.831,NM,1776
260,32.175,-104.742,778.227,34.877,8.829,NM,1753.3
261,32.175,-104.725,813.377,35.275,8.918,NM,1727.9
262,32.175,-104.708,809.274,35.098,8.881,NM,1703
263,32.175,-104.692,798.666,35.039,8.84,NM,1682.4
264,32.175,-104.675,800.033,35.44,8.867,NM,1669.4
265,32.192,-108.775,351.251,24.615,6.712,NM,1398.7
266,32.192,-104.808,543.173,31.947,8.197,NM,1808.7
267,32.192,-104.792,628.163,33.566,8.475,NM,1792.9
268,32.192,-104.775,666.886,33.48,8.53,NM,1777.4
269,32.192,-104.758,767.305,35.115,8.838,NM,1760.9
270,32.192,-104.742,787.703,34.874,8.843,NM,1740.2
271,32.192,-104.725,827.784,35.475,8.953,NM,1716.4
272,32.192,-104.708,829.767,35.479,8.933,NM,1690.2
273,32.192,-104.692,821.972,35.379,8.888,NM,1662.1
274,32.192,-104.675,819.331,35.638,8.879,NM,1632.1
275,32.192,-104.658,761.952,34.809,8.692,NM,1600.6
276,32.208,-104.808,574.551,32.414,8.27,NM,1779.2
277,32.208,-104.792,671.284,34.147,8.586,NM,1761.7
278,32.208,-104.775,707.981,34.086,8.639,NM,1750.1
279,32.208,-104.692,832.873,35.52,8.89,NM,1642.2
280,32.208,-104.675,820.143,35.397,8.818,NM,1597.3
281,32.208,-104.658,827.534,35.917,8.855,NM,1553.6
282,32.208,-104.642,785.883,35.25,8.72,NM,1523.2
283,32.208,-104.625,734.137,34.208,8.542,NM,1499.3
284,32.208,-104.608,691.891,33.337,8.391,NM,1475
285,32.208,-104.592,638.607,32.229,8.19,NM,1443.1
286,32.208,-101.475,459.921,35.37,8.162,TX,827.2
287,32.208,-101.458,465.203,35.623,8.181,TX,830.9
288,32.225,-116.942,276.105,10.922,3.945,Offshore_CA,22.3
289,32.225,-108.775,355.653,24.432,6.702,NM,1407.8
290,32.225,-104.842,458.648,29.794,7.893,NM,1826.5
291,32.225,-104.808,591.784,32.357,8.284,NM,1762.7
292,32.225,-104.675,818.529,35.006,8.716,NM,1533.1
293,32.225,-104.658,804.98,34.898,8.672,NM,1487.5
294,32.225,-104.642,747.993,33.938,8.495,NM,1464
295,32.225,-104.625,686.17,32.776,8.301,NM,1450.2
296,32.225,-104.608,637.54,31.9,8.143,NM,1433.3
297,32.242,-116.958,274.399,10.904,4.044,Offshore_CA,33.2
298,32.242,-104.642,768.431,34.142,8.493,NM,1393.1
299,32.242,-104.625,721.816,33.729,8.39,NM,1386.8
300,32.242,-104.608,668.53,32.963,8.248,NM,1381.1
301,32.258,-108.808,352.134,23.587,6.471,NM,1339.5
302,32.258,-108.758,320.927,23.403,6.659,NM,1428
303,32.258,-104.625,625.97,31.124,7.959,NM,1333.1
304,32.275,-108.792,328.984,23.073,6.495,NM,1380.3
305,32.275,-104.825,667.172,34.391,8.581,NM,1709.7
306,32.275,-104.642,678.887,31.724,8.068,NM,1310.7
307,32.275,-104.625,640.309,31.444,7.985,NM,1300
308,32.292,-108.808,376.065,23.513,6.467,NM,1335.2
309,32.292,-104.825,661.469,33.591,8.474,NM,1666.7
310,32.292,-104.808,679.159,33.381,8.486,NM,1665
311,32.292,-104.692,786.017,33.142,8.368,NM,1369.6
312,32.292,-104.675,711.551,31.337,8.068,NM,1334.6
313,32.292,-104.658,705.503,31.494,8.077,NM,1312.9
314,32.292,-104.642,633.796,30.276,7.849,NM,1295.8
315,32.308,-114.092,371.551,24.73,6.664,AZ,399
316,32.308,-108.808,349.997,23.217,6.428,NM,1331.5
317,32.308,-108.792,329.741,23.005,6.487,NM,1375.1
318,32.308,-104.842,604.937,32.197,8.226,NM,1646.2
319,32.308,-104.825,718.383,34.655,8.637,NM,1630.5
320,32.308,-104.808,729.975,34.462,8.64,NM,1622.9
321,32.308,-104.792,770.618,35.142,8.757,NM,1616.5
322,32.308,-104.775,796.854,35.43,8.803,NM,1603.8
323,32.308,-104.708,776.215,32.896,8.361,NM,1394.4
324,32.308,-104.692,774.283,32.399,8.277,NM,1351.6
325,32.308,-104.675,696.569,30.758,7.992,NM,1324.1
326,32.308,-104.658,661.04,30.353,7.903,NM,1304.2
327,32.308,-104.642,600.052,29.269,7.707,NM,1288.4
328,32.325,-104.842,606.546,31.621,8.159,NM,1625.5
329,32.325,-104.792,745.875,34.526,8.623,NM,1570.3
330,32.325,-104.775,765.973,34.834,8.658,NM,1555.1
331,32.325,-104.758,773.243,34.715,8.612,NM,1517.1
332,32.325,-104.742,751.473,33.724,8.443,NM,1461.6
333,32.325,-104.725,780.122,33.725,8.46,NM,1411.9
334,32.325,-104.708,726.695,31.95,8.183,NM,1372.6
335,32.325,-104.692,729.937,31.636,8.135,NM,1344.7
336,32.325,-104.675,661.109,30.152,7.893,NM,1324.3
337,32.325,-104.658,634.741,29.925,7.841,NM,1308.2
338,32.342,-108.808,338.411,22.975,6.381,NM,1307.3
339,32.342,-104.775,777.524,35.246,8.685,NM,1516.1
340,32.342,-104.758,766.384,34.804,8.584,NM,1475.3
341,32.342,-104.742,741.693,33.779,8.416,NM,1425
342,32.342,-104.725,742.844,33.243,8.349,NM,1386
343,32.342,-104.708,693.849,31.661,8.103,NM,1358.7
344,32.342,-104.692,665.758,30.714,7.954,NM,1339.4
345,32.342,-104.675,610.46,29.406,7.758,NM,1323.2
346,32.358,-108.575,300.557,21.74,6.492,NM,1438.1
347,32.358,-108.558,295.899,21.765,6.523,NM,1482
348,32.358,-108.542,298.217,22.242,6.615,NM,1527.5
349,32.358,-108.525,294.396,22.348,6.663,NM,1571.6
350,32.358,-108.508,292.115,22.444,6.715,NM,1612.4
351,32.358,-104.775,751.626,34.773,8.591,NM,1497.3
352,32.358,-104.758,733.915,34.298,8.469,NM,1448.6
353,32.358,-104.742,711.783,33.295,8.314,NM,1400.5
354,32.358,-104.725,718.395,32.971,8.278,NM,1368.1
355,32.358,-104.708,677.214,31.596,8.075,NM,1348.9
356,32.358,-104.692,653.838,30.839,7.961,NM,1334.4
357,32.358,-104.675,603.137,29.715,7.787,NM,1318.7
358,32.375,-109.175,311.023,20.248,5.838,AZ,1261.5
359,32.375,-108.592,302.541,21.447,6.456,NM,1443.2
360,32.375,-108.575,311.493,22.159,6.569,NM,1486.8
361,32.375,-108.558,306.079,22.27,6.613,NM,1540
362,32.375,-108.542,306.262,22.735,6.71,NM,1594
363,32.375,-108.525,303.491,23.001,6.788,NM,1646.1
364,32.375,-108.508,297.63,22.901,6.831,NM,1694.1
365,32.375,-106.542,624.412,29.984,7.385,NM,1553.7
366,32.375,-106.525,672.505,28.954,7.338,NM,1456.7
367,32.375,-106.508,608.989,26.046,6.955,NM,1381.6
368,32.375,-104.775,713.312,34.003,8.446,NM,1484.4
369,32.375,-104.758,702.72,33.619,8.343,NM,1426.4
370,32.375,-104.742,678.307,32.554,8.181,NM,1380.1
371,32.375,-104.725,672.068,31.968,8.107,NM,1352.4
372,32.375,-104.708,637.594,30.843,7.944,NM,1339
373,32.375,-104.692,599.89,29.774,7.787,NM,1329.1
374,32.392,-114.158,329.815,22.488,6.389,AZ,392
375,32.392,-108.525,308.649,23.363,6.89,NM,1726.4
376,32.392,-108.508,298.843,23.022,6.913,NM,1772.2
377,32.392,-104.792,720.728,34.222,8.508,NM,1514.9
378,32.392,-104.775,715.687,34.056,8.429,NM,1459.5
379,32.392,-104.758,694.781,33.171,8.276,NM,1403.3
380,32.392,-104.742,663.114,32.014,8.098,NM,1363.5
381,32.392,-104.725,651.85,31.52,8.026,NM,1338.7
382,32.392,-104.708,616.986,30.551,7.879,NM,1325.5
383,32.408,-114.175,326.924,22.203,6.312,AZ,334
384,32.408,-108.625,311.924,20.987,6.379,NM,1433.4
385,32.408,-108.508,307.113,23.559,7.039,NM,1848
386,32.408,-104.942,602.568,32.622,8.254,NM,1713.7
387,32.408,-104.925,673.926,34.07,8.502,NM,1698.9
388,32.408,-104.908,678.451,33.761,8.475,NM,1679.4
389,32.408,-104.825,724.975,34.255,8.573,NM,1582.7
390,32.408,-104.792,728.218,34.317,8.496,NM,1486.6
391,32.408,-104.775,714.525,33.646,8.362,NM,1428.7
392,32.408,-104.758,706.73,32.998,8.269,NM,1386.4
393,32.408,-104.742,668.001,31.82,8.086,NM,1354.7
394,32.408,-104.725,650.959,31.382,8.013,NM,1330.2
395,32.408,-104.708,611.955,30.554,7.864,NM,1311.2
396,32.425,-104.958,591.173,32.081,8.15,NM,1695.8
397,32.425,-104.925,665.009,33.32,8.377,NM,1655
398,32.425,-104.908,668.474,33.255,8.368,NM,1637
399,32.425,-104.892,731.027,34.682,8.593,NM,1612.2
400,32.425,-104.875,730.705,34.415,8.561,NM,1589.2
401,32.425,-104.858,755.249,34.795,8.632,NM,1573
402,32.425,-104.842,761.046,34.876,8.653,NM,1568.1
403,32.425,-104.825,745.397,34.542,8.583,NM,1545.1
404,32.425,-104.808,734.633,34.183,8.503,NM,1503.4
405,32.425,-104.792,730.587,33.838,8.426,NM,1453.8
406,32.425,-104.775,705.703,32.841,8.261,NM,1409.6
407,32.425,-104.758,689.694,32.132,8.166,NM,1380.7
408,32.425,-104.742,647.39,31.077,7.99,NM,1353.8
409,32.425,-104.725,628.863,30.733,7.92,NM,1328
410,32.442,-114.192,337.062,22.676,6.432,AZ,371.2
411,32.442,-109.192,294.238,19.414,5.966,AZ,1369.7
412,32.442,-109.175,306.859,20.417,6.184,AZ,1426.3
413,32.442,-109.158,308.863,21.044,6.327,AZ,1467.8
414,32.442,-104.975,585.563,31.726,8.117,NM,1726.7
415,32.442,-104.958,693.904,34.329,8.525,NM,1689.1
416,32.442,-104.942,695.151,34.005,8.48,NM,1655.5
417,32.442,-104.925,742.566,34.941,8.62,NM,1622.2
418,32.442,-104.908,743.963,34.854,8.601,NM,1592.7
419,32.442,-104.892,776.284,35.413,8.693,NM,1567.9
420,32.442,-104.875,776.957,35.21,8.665,NM,1545.6
421,32.442,-104.858,786.605,35.288,8.674,NM,1525.1
422,32.442,-104.842,786.186,35.293,8.668,NM,1509.6
423,32.442,-104.825,767.437,34.841,8.59,NM,1488.5
424,32.442,-104.808,753.876,34.338,8.509,NM,1459.6
425,32.442,-104.792,742.745,33.732,8.421,NM,1427.8
426,32.442,-104.775,715.115,32.691,8.265,NM,1400.5
427,32.442,-104.758,687.435,31.975,8.154,NM,1379.8
428,32.442,-104.742,645.989,31.045,7.996,NM,1356.5
429,32.442,-104.725,619.476,30.532,7.895,NM,1331.2
430,32.458,-109.192,296.623,19.754,6.02,AZ,1365.7
431,32.458,-109.175,306.285,20.674,6.206,AZ,1408.4
432,32.458,-109.158,304.998,21.146,6.316,AZ,1443.1
433,32.458,-104.992,624.985,32.632,8.29,NM,1782.8
434,32.458,-104.975,615.508,31.925,8.187,NM,1738.6
435,32.458,-104.958,718.032,34.385,8.572,NM,1695.6
436,32.458,-104.942,707.448,33.986,8.489,NM,1653.2
437,32.458,-104.925,743.63,34.736,8.586,NM,1609.7
438,32.458,-104.908,737.914,34.425,8.53,NM,1571.8
439,32.458,-104.892,763.157,34.818,8.597,NM,1542.7
440,32.458,-104.875,756.872,34.521,8.548,NM,1518.6
441,32.458,-104.858,758.873,34.511,8.535,NM,1496.5
442,32.458,-104.842,749.666,34.305,8.493,NM,1474.1
443,32.458,-104.825,726.761,33.784,8.4,NM,1452.5
444,32.458,-104.808,712.947,33.322,8.329,NM,1430.9
445,32.458,-104.792,704.508,32.903,8.27,NM,1410.7
446,32.458,-104.775,682.017,32.064,8.154,NM,1394.3
447,32.458,-104.758,661.48,31.577,8.085,NM,1380.2
448,32.458,-104.742,628.968,30.816,7.962,NM,1361.1
449,32.458,-104.725,610.369,30.464,7.886,NM,1337.4
450,32.475,-108.558,378.721,24.571,7.078,NM,1845.5
451,32.475,-105.025,607.14,33.128,8.334,NM,1848.2
